 Thread = 1, FIX# = 1, NUMPAD = 0, Peak Performance =   123.29 MegaPlus/Sec
 Thread = 4, FIX# = 2, NUMPAD = 0, Peak Performance =   352.90 MegaPlus/Sec
 Thread = 4, FIX# = 2, NUMPAD = 0, Peak Performance =   552.89 MegaPlus/Sec
 Thread = 4, FIX# = 2, NUMPAD = 0, Peak Performance =   552.51 MegaPlus/Sec
 Thread = 4, FIX# = 2, NUMPAD = 0, Peak Performance =   552.87 MegaPlus/Sec
 Thread = 4, FIX# = 2, NUMPAD = 0, Peak Performance =   339.65 MegaPlus/Sec
 Thread = 4, FIX# = 2, NUMPAD = 0, Peak Performance =   345.24 MegaPlus/Sec
 Thread = 4, FIX# = 2, NUMPAD = 0, Peak Performance =   334.87 MegaPlus/Sec
 Thread = 4, FIX# = 2, NUMPAD = 0, Peak Performance =   363.76 MegaPlus/Sec
 Thread = 4, FIX# = 2, NUMPAD = 0, Peak Performance =   495.44 MegaPlus/Sec
 Thread = 4, FIX# = 2, NUMPAD = 0, Peak Performance =   522.32 MegaPlus/Sec
 Thread = 4, FIX# = 2, NUMPAD = 0, Peak Performance =   552.94 MegaPlus/Sec
